row,item_id,candidate,field,annotator,email_subject,reference_value,candidate_value,output_sha256,verdict,critique
89,cal-020,b,issue_summary,second-annotator,Quick question about my camp chair,"Customer's Driftwood Camp Chair (order ORD-30018) feels uneven, with the seat fabric loose on one side, and they are asking whether that's normal or if they should request a replacement.",The customer says the seat fabric on their Driftwood Camp Chair feels loose on one side and the frame seems unevenly seated. They are asking whether this is normal for the chair or indicates a defect.,c46b46bd0172a57ab1d23748da4b98798be0c30ab3654b5dc41cfbae415b5d36,,
90,cal-020,b,requested_action,second-annotator,Quick question about my camp chair,Advise whether the unevenness is normal or arrange a replacement chair.,"They want confirmation on whether the chair's fit is normal. If it is not normal, they want a replacement arranged.",e9e8fb99d4aa8e1dd6aa7b44a2d4e51c28238d0bcb78145462e1a1273a4a956e,,
91,cal-021,b,issue_summary,second-annotator,Issue with my fire starter kit (ORD-30019),"The accelerant gel cartridge in the Cinder Fire Starter Kit (order ORD-30019) is cracked and has been slowly leaking flammable gel inside the customer's pack, a fire hazard.","The accelerant gel cartridge in the customer's Cinder Fire Starter Kit has a hairline crack and has been slowly leaking. The leak created a small pool of flammable gel in the customer's pack, creating a safety hazard.",8041ffdbe6663a574beec6cbac5d4538d8245c217d36c73e2b9fdfebd52a0d66,,
92,cal-021,b,requested_action,second-annotator,Issue with my fire starter kit (ORD-30019),Send a replacement fire starter kit.,The customer wants a replacement for the leaking accelerant gel cartridge. He does not want to carry a leaking fuel cartridge on his next trip.,066701649395cd350d1f00e580406d03f894a346e0013fc9f0c94710af09c90d,,
93,cal-022,b,issue_summary,second-annotator,ABSOLUTELY RIDICULOUS - SCRATCHED STOVE - ORD-30020,"Customer received an Ember Camp Stove (order ORD-30020) with a deep cosmetic scratch across the top panel, though the stove still lights and functions correctly.","The customer says order ORD-30020 arrived with a deep scratch across the top panel of the Ember Camp Stove. The stove still works, but it was received in damaged condition and looks unacceptable for a new item.",ba29d244e53438c863c0419c463ce7ef5a9db73a5af3ca644833c5c6772a4ca8,,
94,cal-022,b,requested_action,second-annotator,ABSOLUTELY RIDICULOUS - SCRATCHED STOVE - ORD-30020,Send an immediate replacement stove and provide a return label for the scratched one.,The customer wants a replacement stove sent immediately. They also want a return label for the scratched stove.,0e619161f41c25acad70ab34b1aaedf8557719e95c72855856be4fd996bd3c6e,,
95,cal-023,b,issue_summary,second-annotator,Just a heads up about my headlamp,"The battery compartment on the Northstar Headlamp (order ORD-30021) sparked and became noticeably warm on two occasions, an electrical hazard.","The customer reports that the Northstar Headlamp's battery compartment became noticeably warm and produced a small spark when the battery cover was closed after a battery swap. The issue happened again on a second test, indicating a potential electrical safety problem.",f0c075643d8dcd75fcabd46cc8080971e21a384de040b9e04df191eff672e439,,
96,cal-023,b,requested_action,second-annotator,Just a heads up about my headlamp,Advise on next steps -- repair or replacement -- for the headlamp.,"The customer wants guidance on what to do next, such as whether the headlamp should be repaired or replaced. They are asking Ridgeline to recommend the appropriate resolution.",5ac627b4efa7e3b7525f526bb6dd2f6a9a2f75e24791008e74e2feb5cf6731ed,,
97,cal-024,b,issue_summary,second-annotator,Question about warranty registration,Customer is asking whether Ridgeline requires product registration to activate the warranty or whether the warranty applies automatically based on the purchase receipt.,The customer is asking whether Ridgeline requires product registration to activate the warranty or whether the warranty is automatically active with the purchase receipt. This is a pre-purchase warranty policy question about the product.,575f5592ebe43fd5cf0d5dbf78b49d26850241b8edf5858333931aca9171cba2,,
98,cal-024,b,requested_action,second-annotator,Question about warranty registration,Explain whether warranty coverage requires registration or is automatic based on the receipt.,"Provide clarification on Ridgeline's warranty activation process, specifically whether registration is required or if the warranty is automatic with proof of purchase.",13504e042df2a7204c1870adda41f77e414ed9da33999ca3e76a8b4695a519bc,,
99,cal-025,b,issue_summary,second-annotator,Need this before my flight - Order ORD-30022,Order ORD-30022 (Meridian 3-Season Sleeping Bag) has not updated in tracking for four days and the customer needs it before their flight on July 22nd.,"The customer says tracking for order ORD-30022 has not updated since it was created four days ago. She needs the sleeping bag to arrive before her flight next Wednesday, July 22.",63c569d50a255509249f3be2f88b649182a8962b3c239c0e61366c58137e8f2d,,
100,cal-025,b,requested_action,second-annotator,Need this before my flight - Order ORD-30022,Look into the shipping delay and ensure the order ships in time for July 22nd.,"Look into the shipping delay and ensure the order ships in time for delivery before next Wednesday, July 22.",ce7a3ed8bf769a9d9cfd49fd6f490416adf57535d01cb1da0aca5c3ed5c0fea4,,
