row,item_id,candidate,field,annotator,email_subject,reference_value,candidate_value,output_sha256,verdict,critique
88,cal-019,b,requested_action,owner,Problem with part of my order ORD-30017,Send a replacement Juniper Base Layer Top.,The customer would like a replacement Juniper Base Layer Top sent to them.,b858db4ba8503585ad8bd04324fa367cdd1acde4c6eab0c51d1ed76b0ed90a6c,pass,
89,cal-020,b,issue_summary,owner,Quick question about my camp chair,"Customer's Driftwood Camp Chair (order ORD-30018) feels uneven, with the seat fabric loose on one side, and they are asking whether that's normal or if they should request a replacement.",The customer says the seat fabric on their Driftwood Camp Chair feels loose on one side and the frame seems unevenly seated. They are asking whether this is normal for the chair or indicates a defect.,c46b46bd0172a57ab1d23748da4b98798be0c30ab3654b5dc41cfbae415b5d36,pass,
90,cal-020,b,requested_action,owner,Quick question about my camp chair,Advise whether the unevenness is normal or arrange a replacement chair.,"They want confirmation on whether the chair's fit is normal. If it is not normal, they want a replacement arranged.",e9e8fb99d4aa8e1dd6aa7b44a2d4e51c28238d0bcb78145462e1a1273a4a956e,pass,
91,cal-021,b,issue_summary,owner,Issue with my fire starter kit (ORD-30019),"The accelerant gel cartridge in the Cinder Fire Starter Kit (order ORD-30019) is cracked and has been slowly leaking flammable gel inside the customer's pack, a fire hazard.","The accelerant gel cartridge in the customer's Cinder Fire Starter Kit has a hairline crack and has been slowly leaking. The leak created a small pool of flammable gel in the customer's pack, creating a safety hazard.",8041ffdbe6663a574beec6cbac5d4538d8245c217d36c73e2b9fdfebd52a0d66,pass,
92,cal-021,b,requested_action,owner,Issue with my fire starter kit (ORD-30019),Send a replacement fire starter kit.,The customer wants a replacement for the leaking accelerant gel cartridge. He does not want to carry a leaking fuel cartridge on his next trip.,066701649395cd350d1f00e580406d03f894a346e0013fc9f0c94710af09c90d,pass,
93,cal-022,b,issue_summary,owner,ABSOLUTELY RIDICULOUS - SCRATCHED STOVE - ORD-30020,"Customer received an Ember Camp Stove (order ORD-30020) with a deep cosmetic scratch across the top panel, though the stove still lights and functions correctly.","The customer says order ORD-30020 arrived with a deep scratch across the top panel of the Ember Camp Stove. The stove still works, but it was received in damaged condition and looks unacceptable for a new item.",ba29d244e53438c863c0419c463ce7ef5a9db73a5af3ca644833c5c6772a4ca8,pass,
94,cal-022,b,requested_action,owner,ABSOLUTELY RIDICULOUS - SCRATCHED STOVE - ORD-30020,Send an immediate replacement stove and provide a return label for the scratched one.,The customer wants a replacement stove sent immediately. They also want a return label for the scratched stove.,0e619161f41c25acad70ab34b1aaedf8557719e95c72855856be4fd996bd3c6e,pass,
95,cal-023,b,issue_summary,owner,Just a heads up about my headlamp,"The battery compartment on the Northstar Headlamp (order ORD-30021) sparked and became noticeably warm on two occasions, an electrical hazard.","The customer reports that the Northstar Headlamp's battery compartment became noticeably warm and produced a small spark when the battery cover was closed after a battery swap. The issue happened again on a second test, indicating a potential electrical safety problem.",f0c075643d8dcd75fcabd46cc8080971e21a384de040b9e04df191eff672e439,pass,
96,cal-023,b,requested_action,owner,Just a heads up about my headlamp,Advise on next steps -- repair or replacement -- for the headlamp.,"The customer wants guidance on what to do next, such as whether the headlamp should be repaired or replaced. They are asking Ridgeline to recommend the appropriate resolution.",5ac627b4efa7e3b7525f526bb6dd2f6a9a2f75e24791008e74e2feb5cf6731ed,pass,
97,cal-024,b,issue_summary,owner,Question about warranty registration,Customer is asking whether Ridgeline requires product registration to activate the warranty or whether the warranty applies automatically based on the purchase receipt.,The customer is asking whether Ridgeline requires product registration to activate the warranty or whether the warranty is automatically active with the purchase receipt. This is a pre-purchase warranty policy question about the product.,575f5592ebe43fd5cf0d5dbf78b49d26850241b8edf5858333931aca9171cba2,pass,
98,cal-024,b,requested_action,owner,Question about warranty registration,Explain whether warranty coverage requires registration or is automatic based on the receipt.,"Provide clarification on Ridgeline's warranty activation process, specifically whether registration is required or if the warranty is automatic with proof of purchase.",13504e042df2a7204c1870adda41f77e414ed9da33999ca3e76a8b4695a519bc,pass,
99,cal-025,b,issue_summary,owner,Need this before my flight - Order ORD-30022,Order ORD-30022 (Meridian 3-Season Sleeping Bag) has not updated in tracking for four days and the customer needs it before their flight on July 22nd.,"The customer says tracking for order ORD-30022 has not updated since it was created four days ago. She needs the sleeping bag to arrive before her flight next Wednesday, July 22.",63c569d50a255509249f3be2f88b649182a8962b3c239c0e61366c58137e8f2d,pass,
100,cal-025,b,requested_action,owner,Need this before my flight - Order ORD-30022,Look into the shipping delay and ensure the order ships in time for July 22nd.,"Look into the shipping delay and ensure the order ships in time for delivery before next Wednesday, July 22.",ce7a3ed8bf769a9d9cfd49fd6f490416adf57535d01cb1da0aca5c3ed5c0fea4,pass,
101,cal-026,a,issue_summary,owner,Two separate Ridgeline accounts under my name,"Customer has two separate Ridgeline accounts under different emails, splitting their order history and rewards points, and wants them merged into one.",The customer has two separate accounts under the same email address—one created as a guest checkout and another created later with a password—resulting in split order history and rewards points.,745ee59df3d0101e025706bccdd64bf5081f907e1b717a3186aef3cfcc984fea,fail,The customer has two separate accounts under different email address; not under the same email address like the candidate suggested
102,cal-026,a,requested_action,owner,Two separate Ridgeline accounts under my name,Merge the customer's two accounts into a single account.,Look into the customer's account history to help clarify the situation.,60480afacc8a4b3c754d29e2c6b78087c0f58345aa7e468e4e82cdc57e50285b,fail,The customer asked for the two accounts to be merged and this essential information is missing from the candidate's response
103,cal-027,a,issue_summary,owner,Need this before my permit window opens - Order ORD-30023,"Order ORD-30023 (Ridgetop Bear Canister) has shown no tracking movement for four days and the customer needs it before their backcountry permit window opens Monday, July 20th.","Order ORD-30023 containing the Ridgetop Bear Canister must arrive before the customer's backcountry permit window opens on Monday, July 20th.",33abccd6dca00be29237323d86e4a5582dccbcd9b84f213da3f4366a89dbe140,pass,
104,cal-027,a,requested_action,owner,Need this before my permit window opens - Order ORD-30023,Check on the shipment and ensure it arrives before the permit window opens.,Check on the order status and note that the shipment is on track to arrive well before the permit window opens.,ca54e9dd8d46ff378a98dc3fb97e389d56a7c4f2b4004be82a520be0f6fd1027,fail,The shipment status needs to be checked to ensure the package arrives on time. The candidate omits the essential information and suggests simply noting that the shipment is on time without verifying
105,cal-028,a,issue_summary,owner,Quick note on my gloves before a trip,The wrist cinch cord on one of the Frostline Insulated Gloves (order ORD-30024) has snapped off.,The customer is preparing for a cold-weather trip next month and reviewing their gear.,a37065615447668409ac3c9f65fd753cd80d897b83d5e29277c68829270caa81,fail,The candidate didn't summarize the most essential information
106,cal-028,a,requested_action,owner,Quick note on my gloves before a trip,Send a replacement pair of Frostline Insulated Gloves.,Send a replacement pair of Alpine Trekking Gloves before the customer's cold-weather trip next month.,700765b5dc139b0a97993f37ad1ac66bf7231edf0f3176cfcda30125896dc425,fail,The candidate reference the wrong product name
107,cal-029,a,issue_summary,owner,Charged twice for my tent order,"Customer was charged twice for order ORD-30025 (Cascade 2-Person Tent), two identical $189.00 charges on the same day.","The customer was charged twice for order ORD-30025, with two identical charges of $189.00 posted on the same day, and believes this was caused by a known billing system glitch affecting multiple customers.",280236da0369ac31a642ac0054afcd4eb0bbacaa11a08be4f7808b7a50a0fde0,fail,Candidate hallucinated information. The customer never mentioned a billing system glitch affecting multiple customers
108,cal-029,a,requested_action,owner,Charged twice for my tent order,Refund the duplicate charge.,Investigate the duplicate charge on the customer's account.,9c3c5bb56acca44470a4c039f5b47d8c2bbff198ea3a52e322ddd1258938a9af,fail,"The action should be to refund the duplicate charge, not just investigate it"
109,cal-030,a,issue_summary,owner,Question about a trade-in or recycling program,Customer is asking whether Ridgeline offers a trade-in or recycling program for old gear.,Customer is inquiring about returning a defective item for a refund.,dc7974fa53960f689a6ac836d0b69fd3e9aacad78323ae8f8100573bc7546964,fail,"Wrong summary, the customer is asking about a trade-in program not about a refunding a product"
110,cal-030,a,requested_action,owner,Question about a trade-in or recycling program,Explain whether Ridgeline offers a gear trade-in or recycling program.,Provide information about whether Ridgeline has a trade-in or recycling program available for customers with worn-out items.,9738751238f119a49f903d5a6f7eb1c961b5b98415d243a63bcd3eed2a247e82,pass,
111,cal-031,a,issue_summary,owner,Two problems with my camp lantern - Order ORD-30026,The Lowland Camp Lantern (order ORD-30026) has two defects: the hanging hook clip has snapped off and the light flickers intermittently even with fresh batteries.,The Lowland Camp Lantern arrived with a snapped hanging hook clip.,d84d281adbd1adae9709504b8cd721cae4a66169131fe957c08df40acc275e0a,fail,The candidate summary is missing essential information
112,cal-031,a,requested_action,owner,Two problems with my camp lantern - Order ORD-30026,Send a replacement lantern or advise on other available options.,Send a replacement lantern or inform the customer of other available options.,1c72ab022525428d37af9a20481933819d4e6c7ebc67ce29980fb41a07e9fe4b,pass,
113,cal-032,a,issue_summary,owner,Question about the Alpenglow Down Vest before a big move,"Customer is asking, before purchasing, whether the Alpenglow Down Vest is rated for genuinely sub-zero cold or is better suited to shoulder-season use, ahead of a move to Alaska.","Customer purchased the Alpenglow Down Vest for use in sub-zero Alaskan conditions and is reporting that the down fill fails to perform in dry, sub-zero cold.",5a414c4ed3fa7ff08ec74de2d64f8eae3f0ee6434f273e5817fdc1ef192586b5,fail,"The summary is wrong, the customer hasn't purchased the item yet and is asking a clarifying question before purchasing it"
114,cal-032,a,requested_action,owner,Question about the Alpenglow Down Vest before a big move,"Confirm the Alpenglow Down Vest's temperature rating and whether it performs in dry, sub-zero cold.","Check on order ORD-30032 and provide information about the temperature range the vest is rated for, clarifying whether the down fill holds up in dry, sub-zero cold or if it is primarily a shoulder-season piece.",7e69a3bbebad4b768279c78b16db32574adb25b402405c281a31f422c527e8fa,fail,"The candidate hallucinated information, the customer hasn't made a purchase yet and doesn't have an order number yet"
115,cal-033,a,issue_summary,owner,Re: Order status,Customer is following up on a shipping delay for order ORD-30028 (Glacier Insulated Water Bottle) with no progress reported.,The customer's order ORD-30028 for a Glacier Insulated Water Bottle was placed over a week ago.,c178eda5e7c327b263592ee1a9afac771b034886388b2764dcce23b83134b680,fail,The most essential information is missing from the candidate's summary
116,cal-033,a,requested_action,owner,Re: Order status,Provide an update on the delayed order.,The customer is following up to request an update on the status of the delayed order and wants the support team to investigate and provide information on the shipment.,3ac1293201bc83dc277f791a52832faf58cb9ae6b65894cb01e82212409a1100,pass,This isn't a good request_action but there isn't any hallucinated information and no essential information is missing
117,cal-034,a,issue_summary,owner,Two orders arrived in the same box -- only one's a problem,One of the Switchback Trekking Poles from order ORD-30029 won't lock at any length because the twist-lock collar spins freely instead of gripping the inner shaft.,"One of the Switchback Trekking Poles from order ORD-30031 has a defective twist-lock collar that spins freely instead of gripping the inner shaft, making the pole unusable.",63d079dd9c30a4b6ffba55a69e9daf411974a6ef10587f29a00b84429969ba09,fail,Wrong order number
118,cal-034,a,requested_action,owner,Two orders arrived in the same box -- only one's a problem,Send a replacement pole or a full replacement pair of Switchback Trekking Poles.,"Send a replacement pole or a full replacement pair of trekking poles, along with a prepaid return label for the binoculars as well.",9260a35ffcbcf0ae046333d952145f563ca6ef225f0452b90c1f735ff0fb9992,fail,The candidate hallucinated information. The customer never requested a return label for their binoculars
119,cal-035,a,issue_summary,owner,Re: Return for Longtrail Duffel Bag 90L,Customer changed their mind about returning the Longtrail Duffel Bag 90L (order ORD-30030) and instead wants a refund of a $15 difference between what they were charged and the current listed price.,Colette wants to return the Longtrail Duffel Bag 90L and also receive a $15 refund for being overcharged.,6e8b952d313dc0a2572e681a6b1f691d679525ea4b03e70eeee4b1dd6317a3aa,fail,"The summary is wrong, the customer does not want to return their duffel bag"
120,cal-035,a,requested_action,owner,Re: Return for Longtrail Duffel Bag 90L,Do not process the return; refund the $15 difference between the amount charged and the current listed price.,Process the return for the Longtrail Duffel Bag 90L and refund the $15 price difference.,7e974071856ae48e999800c14423156b1881f391b40f6cdd47ff2f3a54b745bf,fail,"The customer does not want to return the duffel bag, wrong requested_action"
121,cal-026,b,issue_summary,owner,Two separate Ridgeline accounts under my name,"Customer has two separate Ridgeline accounts under different emails, splitting their order history and rewards points, and wants them merged into one.","The customer says they have ended up with two separate Ridgeline accounts, with order history and rewards points split between them. They want the accounts consolidated under one login, and are requesting a $10 credit for the inconvenience.",5ee161cf9dea83fc6c898928777b3c8158e99d3a9e1f5c178329ee0b590070d6,fail,"Hallucinated information, no $10 credit was requested"
122,cal-026,b,requested_action,owner,Two separate Ridgeline accounts under my name,Merge the customer's two accounts into a single account.,Explain that the two accounts cannot be merged and that the customer should continue using them separately.,ad91d9e98483ef45c76756f41d8a9a6e5a47bf2f1efb0be75588f44583965236,fail,"The candidate produced the wrong requested_action, it hallucinated a conclusion instead of stating the request the client made"
123,cal-027,b,issue_summary,owner,Need this before my permit window opens - Order ORD-30023,"Order ORD-30023 (Ridgetop Bear Canister) has shown no tracking movement for four days and the customer needs it before their backcountry permit window opens Monday, July 20th.","Delphine Rousseau says her Ridgetop Bear Canister order ORD-30023 has not moved on tracking for four days and needs to arrive before her backcountry permit window opens on Monday, July 20th. She is concerned it may not arrive in time for her trip requirement.",59c9c8ba94156f0052ae64769d6683ec363ca978497dda9906a29e9dea33b98f,fail,"The customer never directly mentions being concerned, this is an assumption"
124,cal-027,b,requested_action,owner,Need this before my permit window opens - Order ORD-30023,Check on the shipment and ensure it arrives before the permit window opens.,"She wants support to check the shipment status and make sure the order arrives before Monday, July 20th. She is also asking for a partial refund if the canister doesn't arrive in time.",fd1ebe043c89b82bd6d079cbd732ae873b77f98b655d9fbebaf3fc3277c6396b,fail,"Hallucinated information, the customer never mentions a partial refund"
125,cal-028,b,issue_summary,owner,Quick note on my gloves before a trip,The wrist cinch cord on one of the Frostline Insulated Gloves (order ORD-30024) has snapped off.,"The wrist cinch cord on one of the customer's Frostline Insulated Gloves has snapped clean off, so the glove can no longer be tightened. The customer needs a replacement before an upcoming cold-weather trip next month.",05a645b4bac18849f2e59f863b3d00e5feff900842002152bd410f0ef072e527,pass,
126,cal-028,b,requested_action,owner,Quick note on my gloves before a trip,Send a replacement pair of Frostline Insulated Gloves.,No replacement is needed at this time. The customer only wants advice on how to repair the cinch cord themselves.,a0c2b08e675e28bc2f0e8627b1a39db4efb8361598875907ae9d07096fb39353,fail,"Wrong requested_action, the customer asked for a replacement not repair advice"
127,cal-029,b,issue_summary,owner,Charged twice for my tent order,"Customer was charged twice for order ORD-30025 (Cascade 2-Person Tent), two identical $189.00 charges on the same day.","The customer says they were charged twice for order ORD-30025 for the Alpine 4-Person Tent, with two identical $189.00 charges posted the same day.",c3521c9c3841534d083001d090143cf0004b96ef95a2d7808ce4fd313bb28921,fail,The wrong product name is referenced
128,cal-029,b,requested_action,owner,Charged twice for my tent order,Refund the duplicate charge.,They want the extra charge refunded.,51202216b2e810f8a54e363d2e10009e9c8640ed64cf0c27e9f742f308d66df9,pass,
129,cal-030,b,issue_summary,owner,Question about a trade-in or recycling program,Customer is asking whether Ridgeline offers a trade-in or recycling program for old gear.,"The customer reached out with a general question about Ridgeline's products before deciding whether to place a new order. They are not writing about an existing order, a product defect, or an account issue of any kind.",eba4f2817961dce2d2c82fa9b597d9ed1701e2608b180d83c22a8d7163a34f58,fail,Essential information is missing
130,cal-030,b,requested_action,owner,Question about a trade-in or recycling program,Explain whether Ridgeline offers a gear trade-in or recycling program.,"Provide information on whether Ridgeline has a trade-in or recycling program for worn-out gear, and offer the customer a 15% discount code as a goodwill gesture.",659a8d4c67bc2dbc2c5ceed9b36e8a937a35e7af129c341a44467bd3f8cef6e4,fail,"Hallucinated information, there should be no mention of a 15% discount code"
131,cal-031,b,issue_summary,owner,Two problems with my camp lantern - Order ORD-30026,The Lowland Camp Lantern (order ORD-30026) has two defects: the hanging hook clip has snapped off and the light flickers intermittently even with fresh batteries.,"The customer's Highland Trail Lantern arrived with a snapped hanging hook clip, and the light also flickers intermittently even with brand new batteries installed.",17bfc52e29268fe6d0fd8ee271fe34952e7a277ed741909f94f9f9da9aa83067,pass,
132,cal-031,b,requested_action,owner,Two problems with my camp lantern - Order ORD-30026,Send a replacement lantern or advise on other available options.,"The customer is asking for a replacement lantern, or for support to let them know what other options are available to resolve the defects, and has requested express shipping at no extra cost for the replacement.",21bfc967f168debe8b5e05a9f8a7480b0ee2f170a6b4651f53df3749491de3da,fail,"Hallucinated information, the customer didn't mention free express shipping"
133,cal-032,b,issue_summary,owner,Question about the Alpenglow Down Vest before a big move,"Customer is asking, before purchasing, whether the Alpenglow Down Vest is rated for genuinely sub-zero cold or is better suited to shoulder-season use, ahead of a move to Alaska.","The customer is considering the Alpenglow Down Vest for use in Fairbanks, Alaska and wants to know its temperature rating and whether the down fill performs well in dry sub-zero conditions, referencing order ORD-30032 as the item in question.",2f6474a955d353bd9ad7c638ec6039677596fbde31e7882ff6a6b4f6b7175da3,fail,ORD-30032 was mentioned but it is not the item in question. The item in question is the Alpenglow Down Vest and it hasn't been purchased yet
134,cal-032,b,requested_action,owner,Question about the Alpenglow Down Vest before a big move,"Confirm the Alpenglow Down Vest's temperature rating and whether it performs in dry, sub-zero cold.",Provide guidance on the vest's temperature range and cold-weather performance so the customer can decide whether to order it for Alaska. They want confirmation on whether it is appropriate for sub-zero use under a parka.,38f07ed18ae45a426c4f411bac4fcdf27eebbcfb196b24a70be3c8b31ce7fcfe,fail,"Hallucinated information, the customer never mentioned anything about using the vest under a parka"
135,cal-033,b,issue_summary,owner,Re: Order status,Customer is following up on a shipping delay for order ORD-30028 (Glacier Insulated Water Bottle) with no progress reported.,The customer is following up on a delayed order and says the tracking page still hasn't updated. They mention this is the third time this has happened with their orders recently.,7f5876e29ea7cee1ee96100b146ba29062b0b8ca0a3ba44bfac790af54290b99,fail,"Hallucinated information, the customer never mentioned this being the third time they've dealt with a delayed order"
136,cal-033,b,requested_action,owner,Re: Order status,Provide an update on the delayed order.,Check the status of order ORD-30028 and confirm to the customer that the package has already been delivered.,da69c7b03d89cb10354f1cb45c642c90103fe1bba3389fa35c89bcb5feba4a1d,fail,"Wrong requested_action, the action is to provide an update not blindly state that the package has already been delivered"
137,cal-034,b,issue_summary,owner,Two orders arrived in the same box -- only one's a problem,One of the Switchback Trekking Poles from order ORD-30029 won't lock at any length because the twist-lock collar spins freely instead of gripping the inner shaft.,One of the Switchback Trekking Poles from order ORD-30029 will not lock at any length because the twist-lock collar spins freely instead of gripping the inner shaft. The customer says that pole is unusable on a hike.,cfaa4a603001cb2608b2929ad0f29e47e11b6a3e6ad6c6e17cab0814f027bbc5,pass,
138,cal-034,b,requested_action,owner,Two orders arrived in the same box -- only one's a problem,Send a replacement pole or a full replacement pair of Switchback Trekking Poles.,"Send a replacement set of binoculars, or a full replacement pair if that is easier.",ebdeb8e189a401015645c6d1f3c9cdb0cd7a2580e0f37b663f26e1bfce78b0b6,fail,"The customer asked for a replacement pole or poles, not replacement binoculars"
139,cal-035,b,issue_summary,owner,Re: Return for Longtrail Duffel Bag 90L,Customer changed their mind about returning the Longtrail Duffel Bag 90L (order ORD-30030) and instead wants a refund of a $15 difference between what they were charged and the current listed price.,The customer wants to return the Longtrail Duffel Bag 90L and is also asking for a $15 refund for being overcharged relative to the current site price.,850150dec94a992113db6543db658a0987ac862bde79cc07aeba3391c3456668,fail,The customer does not want to return their duffel bag
140,cal-035,b,requested_action,owner,Re: Return for Longtrail Duffel Bag 90L,Do not process the return; refund the $15 difference between the amount charged and the current listed price.,"Process the return of the Longtrail Duffel Bag 90L as originally requested, and refund the $15 price difference between what she paid and the current listed price.",5938bd217193ddf2d27d21709f6e8566f2c42ae6cea52e3c8599d5edbb3d4378,fail,"The customer doesn't want the return processed, they just want the $15 refund"
